"GEO_ID","NAME","B08130_001E","B08130_001M","B08130_002E","B08130_002M","B08130_003E","B08130_003M","B08130_004E","B08130_004M","B08130_005E","B08130_005M","B08130_006E","B08130_006M","B08130_007E","B08130_007M","B08130_008E","B08130_008M","B08130_009E","B08130_009M","B08130_010E","B08130_010M","B08130_011E","B08130_011M","B08130_012E","B08130_012M","B08130_013E","B08130_013M","B08130_014E","B08130_014M","B08130_015E","B08130_015M","B08130_016E","B08130_016M","B08130_017E","B08130_017M","B08130_018E","B08130_018M","B08130_019E","B08130_019M","B08130_020E","B08130_020M","B08130_021E","B08130_021M","B08130_022E","B08130_022M","B08130_023E","B08130_023M","B08130_024E","B08130_024M","B08130_025E","B08130_025M","B08130_026E","B08130_026M","B08130_027E","B08130_027M","B08130_028E","B08130_028M","B08130_029E","B08130_029M","B08130_030E","B08130_030M","B08130_031E","B08130_031M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Worked in state of residence","Margin of Error!!Total!!Worked in state of residence","Estimate!!Total!!Worked in state of residence!!Worked in county of residence","Margin of Error!!Total!!Worked in state of residence!!Worked in county of residence","Estimate!!Total!!Worked in state of residence!!Worked outside county of residence","Margin of Error!!Total!!Worked in state of residence!!Worked outside county of residence","Estimate!!Total!!Worked outside state of residence","Margin of Error!!Total!!Worked outside state of residence","Estimate!!Total!!Car, truck, or van - drove alone","Margin of Error!!Total!!Car, truck, or van - drove alone","Estimate!!Total!!Car, truck, or van - drove alone!!Worked in state of residence","Margin of Error!!Total!!Car, truck, or van - drove alone!!Worked in state of residence","Estimate!!Total!!Car, truck, or van - drove alone!!Worked in state of residence!!Worked in county of residence","Margin of Error!!Total!!Car, truck, or van - drove alone!!Worked in state of residence!!Worked in county of residence","Estimate!!Total!!Car, truck, or van - drove alone!!Worked in state of residence!!Worked outside county of residence","Margin of Error!!Total!!Car, truck, or van - drove alone!!Worked in state of residence!!Worked outside county of residence","Estimate!!Total!!Car, truck, or van - drove alone!!Worked outside state of residence","Margin of Error!!Total!!Car, truck, or van - drove alone!!Worked outside state of residence","Estimate!!Total!!Car, truck, or van - carpooled","Margin of Error!!Total!!Car, truck, or van - carpooled","Estimate!!Total!!Car, truck, or van - carpooled!!Worked in state of residence","Margin of Error!!Total!!Car, truck, or van - carpooled!!Worked in state of residence","Estimate!!Total!!Car, truck, or van - carpooled!!Worked in state of residence!!Worked in county of residence","Margin of Error!!Total!!Car, truck, or van - carpooled!!Worked in state of residence!!Worked in county of residence","Estimate!!Total!!Car, truck, or van - carpooled!!Worked in state of residence!!Worked outside county of residence","Margin of Error!!Total!!Car, truck, or van - carpooled!!Worked in state of residence!!Worked outside county of residence","Estimate!!Total!!Car, truck, or van - carpooled!!Worked outside state of residence","Margin of Error!!Total!!Car, truck, or van - carpooled!!Worked outside state of residence","Estimate!!Total!!Public transportation (excluding taxicab)","Margin of Error!!Total!!Public transportation (excluding taxicab)","Estimate!!Total!!Public transportation (excluding taxicab)!!Worked in state of residence","Margin of Error!!Total!!Public transportation (excluding taxicab)!!Worked in state of residence","Estimate!!Total!!Public transportation (excluding taxicab)!!Worked in state of residence!!Worked in county of residence","Margin of Error!!Total!!Public transportation (excluding taxicab)!!Worked in state of residence!!Worked in county of residence","Estimate!!Total!!Public transportation (excluding taxicab)!!Worked in state of residence!!Worked outside county of residence","Margin of Error!!Total!!Public transportation (excluding taxicab)!!Worked in state of residence!!Worked outside county of residence","Estimate!!Total!!Public transportation (excluding taxicab)!!Worked outside state of residence","Margin of Error!!Total!!Public transportation (excluding taxicab)!!Worked outside state of residence","Estimate!!Total!!Walked","Margin of Error!!Total!!Walked","Estimate!!Total!!Walked!!Worked in state of residence","Margin of Error!!Total!!Walked!!Worked in state of residence","Estimate!!Total!!Walked!!Worked in state of residence!!Worked in county of residence","Margin of Error!!Total!!Walked!!Worked in state of residence!!Worked in county of residence","Estimate!!Total!!Walked!!Worked in state of residence!!Worked outside county of residence","Margin of Error!!Total!!Walked!!Worked in state of residence!!Worked outside county of residence","Estimate!!Total!!Walked!!Worked outside state of residence","Margin of Error!!Total!!Walked!!Worked outside state of residence","Estimate!!Total!!Taxicab, motorcycle, bicycle, or other means","Margin of Error!!Total!!Taxicab, motorcycle, bicycle, or other means","Estimate!!Total!!Taxicab, motorcycle, bicycle, or other means!!Worked in state of residence","Margin of Error!!Total!!Taxicab, motorcycle, bicycle, or other means!!Worked in state of residence","Estimate!!Total!!Taxicab, motorcycle, bicycle, or other means!!Worked in state of residence!!Worked in county of residence","Margin of Error!!Total!!Taxicab, motorcycle, bicycle, or other means!!Worked in state of residence!!Worked in county of residence","Estimate!!Total!!Taxicab, motorcycle, bicycle, or other means!!Worked in state of residence!!Worked outside county of residence","Margin of Error!!Total!!Taxicab, motorcycle, bicycle, or other means!!Worked in state of residence!!Worked outside county of residence","Estimate!!Total!!Taxicab, motorcycle, bicycle, or other means!!Worked outside state of residence","Margin of Error!!Total!!Taxicab, motorcycle, bicycle, or other means!!Worked outside state of residence","Estimate!!Total!!Worked at home","Margin of Error!!Total!!Worked at home"
"0500000US08001","Adams County, Colorado","270854","5685","269354","5781","104045","5178","165309","5563","1500","645","211304","6346","210658","6323","74840","4694","135818","5581","646","296","30502","4244","30065","4275","11143","2562","18922","2862","437","408","9124","1766","9053","1768","832","451","8221","1720","71","120","3475","1018","3475","1018","2677","902","798","564","0","204","3561","982","3215","888","1665","671","1550","662","346","346","12888","2237"
"0500000US22057","Lafourche Parish, Louisiana","41893","2375","41276","2465","24363","1924","16913","2122","617","535","33534","2326","32994","2384","17905","1865","15089","2010","540","527","4057","1286","4057","1286","2899","1069","1158","557","0","217","186","214","186","214","186","214","0","217","0","217","791","473","791","473","791","473","0","217","0","217","1553","821","1476","807","810","595","666","583","77","134","1772","724"
"0500000US36083","Rensselaer County, New York","77338","2309","75004","2409","35114","2495","39890","2789","2334","563","65255","2568","63003","2664","26597","2191","36406","2793","2252","569","4236","1324","4173","1340","2079","962","2094","713","63","81","1993","766","1993","766","975","604","1018","422","0","201","1791","621","1772","621","1641","607","131","154","19","31","483","328","483","328","242","212","241","225","0","201","3580","807"
"0500000US37057","Davidson County, North Carolina","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US39089","Licking County, Ohio","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US41029","Jackson County, Oregon","96953","3637","95857","3537","91001","3330","4856","1379","1096","704","73037","4030","72255","3971","67871","3721","4384","1240","782","617","9207","2266","9115","2236","8702","2202","413","439","92","155","1719","682","1719","682","1719","682","0","207","0","207","4490","1679","4394","1691","4335","1676","59","98","96","159","1956","787","1830","760","1830","760","0","207","126","145","6544","1586"
"0500000US45007","Anderson County, South Carolina","91758","3319","90438","3426","59311","3273","31127","2860","1320","489","77045","3471","75949","3589","48242","3179","27707","2769","1096","456","8194","1891","8072","1897","4898","1372","3174","1436","122","149","11","20","11","20","11","20","0","214","0","214","1294","659","1294","659","1259","659","35","59","0","214","1142","540","1040","541","829","457","211","257","102","125","4072","1437"
"0500000US48135","Ector County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48423","Smith County, Texas","102703","3744","102023","3771","88929","3936","13094","2485","680","402","87056","4335","86737","4331","76022","4577","10715","1874","319","242","8064","2187","7846","2171","5727","1563","2119","1337","218","250","549","401","549","401","549","401","0","228","0","228","547","457","547","457","547","457","0","228","0","228","1323","781","1180","757","920","642","260","354","143","229","5164","1804"
"0500000US48469","Victoria County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US55127","Walworth County, Wisconsin","54678","1532","50367","1586","34140","1684","16227","1647","4311","806","45002","2229","40978","2260","25649","1854","15329","1696","4024","809","3896","1196","3728","1142","2963","995","765","408","168","145","143","102","56","57","18","30","38","48","87","80","2103","695","2087","695","2076","691","11","19","16","26","696","407","680","404","596","365","84","138","16","26","2838","680"
"0500000US04001","Apache County, Arizona","17481","1255","15321","1268","13282","1253","2039","646","2160","425","13647","1200","11606","1143","9929","1190","1677","604","2041","431","1180","528","1161","530","879","512","282","205","19","33","70","75","70","75","70","75","0","211","0","211","966","358","938","365","938","365","0","211","28","49","500","214","428","192","348","191","80","82","72","94","1118","392"
"0500000US04015","Mohave County, Arizona","71587","4489","58654","3898","57354","3804","1300","489","12933","2311","56544","4341","46103","3746","45239","3687","864","410","10441","2247","7621","1578","5671","1420","5426","1387","245","268","1950","844","407","302","407","302","407","302","0","211","0","211","761","465","761","465","680","434","81","140","0","211","2015","1065","1473","973","1363","953","110","132","542","387","4239","1337"
"0500000US04019","Pima County, Arizona","450472","7778","444582","7824","434627","7794","9955","1871","5890","1679","345883","7553","342175","7573","333894","7519","8281","1710","3708","1481","45268","3983","44805","3930","43539","3893","1266","541","463","299","9647","1962","9647","1962","9612","1958","35","58","0","211","9573","1534","9134","1502","9024","1504","110","126","439","331","15224","2405","13944","2314","13681","2304","263","255","1280","582","24877","2833"
"0500000US06095","Solano County, California","214362","4554","213957","4561","122476","4940","91481","3958","405","207","161545","5503","161372","5472","93868","4373","67504","4127","173","148","29292","3026","29186","3034","12235","1807","16951","2518","106","128","7116","1682","7116","1682","1002","747","6114","1441","0","211","2543","876","2543","876","2304","838","239","249","0","211","3013","974","2887","948","2214","812","673","386","126","121","10853","1991"
"0500000US12095","Orange County, Florida","692794","9539","685883","9720","595794","9526","90089","6388","6911","1816","559498","11346","555585","11497","475876","11809","79709","6003","3913","1154","68654","7121","68241","7136","61275","6633","6966","2232","413","300","11553","2452","11525","2458","10675","2212","850","692","28","48","7265","1615","6966","1612","6966","1612","0","229","299","232","14964","3014","12706","2796","10142","2808","2564","1086","2258","1267","30860","3441"
"0500000US13077","Coweta County, Georgia","70543","3583","69594","3531","37588","3073","32006","2907","949","541","58014","4057","57352","4072","29631","3227","27721","2731","662","448","5721","1747","5605","1758","2480","1041","3125","1251","116","199","420","343","420","343","56","80","364","303","0","226","1462","1328","1462","1328","1390","1322","72","125","0","226","2497","1329","2326","1303","1602","1184","724","686","171","218","2429","883"
"0500000US27013","Blue Earth County, Minnesota","36510","1174","36381","1182","27282","1445","9099","1207","129","126","30103","1321","29993","1354","21810","1405","8183","1174","110","123","2414","587","2404","584","1629","469","775","358","10","16","659","383","659","383","659","383","0","147","0","147","675","387","675","387","663","387","12","23","0","147","442","267","433","266","304","212","129","147","9","15","2217","587"
"0500000US28047","Harrison County, Mississippi","89464","3440","86696","3508","76727","3853","9969","1872","2768","893","74825","3849","72534","4007","62890","4219","9644","1832","2291","806","7816","1940","7585","1919","7260","1851","325","288","231","349","59","104","59","104","59","104","0","218","0","218","3861","650","3861","650","3861","650","0","218","0","218","1066","589","820","511","820","511","0","218","246","269","1837","546"
"0500000US28049","Hinds County, Mississippi","103313","3429","103027","3452","69145","3774","33882","3079","286","208","86213","3590","85961","3610","55993","3870","29968","3094","252","202","10867","2716","10833","2714","7187","2096","3646","1233","34","58","445","333","445","333","324","266","121","206","0","218","1392","690","1392","690","1293","676","99","116","0","218","730","552","730","552","682","546","48","82","0","218","3666","1229"
"0500000US29099","Jefferson County, Missouri","112199","3304","110058","3286","42686","3804","67372","3540","2141","743","98467","3580","96715","3566","34256","3363","62459","3210","1752","686","8660","1786","8387","1766","4095","1302","4292","1173","273","276","241","241","241","241","95","166","146","171","0","190","701","386","701","386","701","386","0","190","0","190","996","492","880","501","405","296","475","395","116","133","3134","959"
"0500000US36013","Chautauqua County, New York","56795","1821","53260","1897","49079","2004","4181","781","3535","818","44192","2076","41131","2142","37492","2142","3639","742","3061","781","5885","1164","5643","1173","5181","1116","462","304","242","141","87","70","87","70","87","70","0","201","0","201","2348","632","2327","629","2247","629","80","94","21","37","1780","657","1569","654","1569","654","0","201","211","162","2503","755"
"0500000US37067","Forsyth County, North Carolina","171624","3778","170542","3772","135094","4196","35448","3093","1082","460","139938","4469","139094","4452","108357","4672","30737","2636","844","387","18245","2840","18191","2853","13824","2446","4367","1611","54","90","2109","855","2109","855","2081","867","28","47","0","210","1611","609","1564","595","1490","585","74","124","47","79","1601","727","1464","706","1222","678","242","189","137","164","8120","2161"
"0500000US39025","Clermont County, Ohio","100905","3257","96431","3392","42180","3189","54251","3279","4474","1066","84826","3014","80764","3057","31754","2917","49010","3142","4062","998","9033","1810","8758","1778","4244","1052","4514","1428","275","267","317","222","317","222","175","148","142","162","0","195","1758","952","1758","952","1214","749","544","554","0","195","345","250","208","153","167","136","41","68","137","203","4626","1018"
"0500000US39041","Delaware County, Ohio","102868","2336","101214","2669","48152","3182","53062","3407","1654","1153","85090","2293","83680","2428","33758","2635","49922","3203","1410","1132","4802","1026","4721","1030","2213","773","2508","759","81","134","279","245","279","245","12","26","267","244","0","195","2042","829","2042","829","1914","767","128","213","0","195","714","400","551","331","314","197","237","238","163","189","9941","1798"
"0500000US39103","Medina County, Ohio","93342","2361","92304","2474","43042","2950","49262","2617","1038","587","79566","3056","79274","3057","32991","2953","46283","2528","292","196","5956","1350","5708","1321","2916","867","2792","939","248","268","34","58","34","58","0","195","34","58","0","195","394","261","290","202","290","202","0","195","104","166","2122","1186","1728","1135","1575","1138","153","194","394","439","5270","1155"
"0500000US47011","Bradley County, Tennessee","49113","2174","46668","2080","37035","2105","9633","1752","2445","811","40413","2290","38432","2261","29793","2252","8639","1672","1981","747","5913","1394","5630","1349","4790","1137","840","635","283","300","0","211","0","211","0","211","0","211","0","211","955","501","955","501","955","501","0","211","0","211","513","542","332","273","178","145","154","243","181","295","1319","571"
"0500000US48021","Bastrop County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48355","Nueces County, Texas","162485","4206","161465","4267","147204","4564","14261","2128","1020","764","139028","4619","138106","4706","124693","5071","13413","2097","922","752","12887","1786","12887","1786","12148","1673","739","480","0","228","2268","986","2248","988","2139","972","109","189","20","35","1818","1083","1818","1083","1818","1083","0","228","0","228","1579","756","1501","746","1501","746","0","228","78","131","4905","1196"
"0500000US01055","Etowah County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US08031","Denver County, Colorado","411781","4864","408000","4844","263290","6639","144710","5649","3781","1064","282213","6615","280065","6656","156561","6523","123504","5287","2148","703","31944","3948","31259","3926","18997","3081","12262","2230","685","586","24128","3059","24032","3089","19809","2814","4223","1115","96","162","21196","3159","20955","3113","19011","3039","1944","889","241","233","16388","2255","15777","2237","13000","1882","2777","925","611","366","35912","3261"
"0500000US12109","St. Johns County, Florida","115752","4224","114825","4139","68990","4534","45835","3525","927","564","92291","4139","91763","4078","48856","3936","42907","3682","528","515","5923","2099","5837","2101","3524","1310","2313","1312","86","110","161","185","95","150","0","229","95","150","66","114","1346","844","1346","844","1225","829","121","128","0","229","2438","1097","2191","1064","1792","959","399","396","247","229","13593","2649"
"0500000US16083","Twin Falls County, Idaho","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US21037","Campbell County, Kentucky","47281","1775","28330","1766","16181","1419","12149","1369","18951","1780","37745","2177","22288","1864","11192","1427","11096","1282","15457","1751","4533","1115","2497","688","1640","568","857","349","2036","725","1206","582","456","353","331","332","125","152","750","430","1356","597","1138","490","1067","473","71","128","218","299","584","442","94","110","94","110","0","197","490","422","1857","560"
"0500000US29043","Christian County, Missouri","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US30049","Lewis and Clark County, Montana","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US35025","Lea County, New Mexico","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US45091","York County, South Carolina","135237","3891","83186","3924","76211","3885","6975","1509","52051","3785","108431","4341","62788","3956","56638","3737","6150","1417","45643","3553","13576","2193","8352","1768","7596","1760","756","468","5224","1589","589","490","113","169","113","169","0","214","476","473","1899","978","1813","932","1744","935","69","121","86","150","1126","521","504","347","504","347","0","214","622","413","9616","1925"
"0500000US51740","Portsmouth city, Virginia","43021","2249","42515","2271","18516","2626","23999","2525","506","466","35255","2434","34990","2473","13807","2206","21183","2441","265","288","3085","1183","3085","1183","1937","824","1148","630","0","206","1498","998","1498","998","387","410","1111","871","0","206","947","461","947","461","832","422","115","156","0","206","817","466","576","324","134","142","442","301","241","338","1419","797"
"0500000US01101","Montgomery County, Alabama","96387","3895","95882","3889","84387","4019","11495","1860","505","254","80834","4446","80364","4439","70226","4307","10138","1682","470","250","9205","1899","9205","1899","8129","1471","1076","1075","0","201","365","281","365","281","365","281","0","201","0","201","1820","804","1820","804","1539","733","281","218","0","201","1131","611","1096","616","1096","616","0","201","35","59","3032","1043"
"0500000US06077","San Joaquin County, California","316465","6502","315627","6534","217521","7293","98106","5040","838","522","253212","7089","252851","7100","174370","7188","78481","5104","361","233","40136","3682","40110","3677","24980","2991","15130","2630","26","46","5020","1293","5020","1293","1420","659","3600","1131","0","211","3867","1242","3593","1130","3389","1146","204","199","274","456","2826","842","2649","835","1958","636","691","421","177","175","11404","1911"
"0500000US18097","Marion County, Indiana","458536","7157","456324","7243","372733","8841","83591","5753","2212","896","381061","8558","379453","8766","305877","9599","73576","5155","1608","818","39223","4439","38991","4440","29930","3981","9061","2196","232","237","8139","1834","8139","1834","7695","1770","444","354","0","198","7801","1459","7748","1450","7631","1442","117","134","53","65","7048","1639","6729","1624","6336","1450","393","512","319","211","15264","1949"
"0500000US22063","Livingston Parish, Louisiana","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US26037","Clinton County, Michigan","38427","1453","38283","1474","13293","1280","24990","1505","144","122","33064","1400","32961","1399","10004","1015","22957","1427","103","96","2078","493","2078","493","669","285","1409","435","0","172","478","330","478","330","117","143","361","290","0","172","457","312","457","312","383","304","74","86","0","172","335","264","294","245","105","93","189","230","41","71","2015","673"
"0500000US28059","Jackson County, Mississippi","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US36019","Clinton County, New York","34336","1815","33046","1879","31329","1955","1717","524","1290","700","28338","1978","27209","2001","25832","2092","1377","459","1129","676","3094","1021","2933","1005","2593","951","340","335","161","141","53","79","53","79","53","79","0","201","0","201","1120","512","1120","512","1120","512","0","201","0","201","758","680","758","680","758","680","0","201","0","201","973","586"
"0500000US36061","New York County, New York","885112","9913","853884","9841","748478","10415","105406","7526","31228","3332","50582","4702","41649","4644","23917","3453","17732","2718","8933","1899","15928","2299","13732","2071","9305","1649","4427","1466","2196","889","530120","11347","514823","11082","436558","11942","78265","6554","15297","2263","171150","7409","169181","7509","166544","7490","2637","974","1969","747","51784","5104","48951","4385","46606","4346","2345","1046","2833","1391","65548","4550"
"0500000US36091","Saratoga County, New York","122023","3370","121335","3385","74360","3797","46975","3336","688","316","101738","3365","101230","3348","58352","3511","42878","3320","508","267","9264","1590","9264","1590","6375","1383","2889","891","0","201","1007","473","1007","473","270","283","737","392","0","201","1992","794","1847","769","1619","728","228","253","145","150","784","505","749","502","506","432","243","240","35","58","7238","1306"
"0500000US37001","Alamance County, North Carolina","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US37135","Orange County, North Carolina","70276","2595","68764","2645","40123","2339","28641","2371","1512","672","47584","2834","46623","2796","20915","2480","25708","2177","961","590","6163","1645","5946","1587","4098","1428","1848","705","217","251","4489","1010","4489","1010","3983","965","506","310","0","210","3252","834","3155","841","2915","822","240","205","97","168","1837","776","1600","716","1261","649","339","326","237","218","6951","1355"
"0500000US37179","Union County, North Carolina","115079","2542","108732","2828","56623","3235","52109","2513","6347","1222","93169","2759","87828","2954","39877","2886","47951","2256","5341","977","10861","1684","10033","1546","6599","1323","3434","1099","828","482","641","389","498","342","0","210","498","342","143","182","904","440","904","440","867","437","37","64","0","210","595","411","560","409","371","344","189","223","35","59","8909","1332"
"0500000US38035","Grand Forks County, North Dakota","38503","1758","36632","1750","36127","1725","505","230","1871","705","30892","2003","29409","2002","28912","1972","497","230","1483","583","3515","1077","3149","909","3141","911","8","14","366","357","578","397","578","397","578","397","0","161","0","161","2119","728","2097","729","2097","729","0","161","22","37","394","308","394","308","394","308","0","161","0","161","1005","403"
"0500000US41017","Deschutes County, Oregon","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US47009","Blount County, Tennessee","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48375","Potter County, Texas","51862","2180","51314","2186","42357","2405","8957","1264","548","440","43992","2224","43444","2206","35925","2373","7519","1188","548","440","4333","1189","4333","1189","3509","1083","824","423","0","228","179","157","179","157","0","228","179","157","0","228","1264","612","1264","612","1147","610","117","185","0","228","665","352","665","352","347","211","318","336","0","228","1429","488"
"0500000US49011","Davis County, Utah","164813","3511","163736","3592","91231","4564","72505","3645","1077","504","134820","4198","134116","4201","70855","4305","63261","3431","704","368","14066","1888","13971","1873","7560","1544","6411","1223","95","116","2933","810","2933","810","725","479","2208","615","0","193","2641","705","2545","684","2136","684","409","315","96","163","1230","461","1048","416","832","384","216","197","182","294","9123","1640"
"0500000US06053","Monterey County, California","192389","5267","191700","5386","171717","5589","19983","2742","689","905","136222","5683","135878","5678","120619","5509","15259","2104","344","591","18478","2595","18202","2628","15518","2180","2684","1135","276","348","2596","754","2596","754","2481","742","115","136","0","211","5344","1167","5344","1167","5224","1172","120","155","0","211","20461","3711","20392","3692","18587","3664","1805","1110","69","84","9288","1698"
"0500000US08035","Douglas County, Colorado","186506","3225","184392","3282","90196","3304","94196","4063","2114","560","141217","3796","140046","3733","56239","3238","83807","3867","1171","455","11888","1890","11650","1895","5483","1191","6167","1297","238","246","3574","945","3574","945","57","98","3517","937","0","204","2534","1045","2321","1054","1951","974","370","298","213","218","1340","502","848","345","513","294","335","228","492","347","25953","2308"
"0500000US10001","Kent County, Delaware","81300","2780","75543","3251","56908","2896","18635","2653","5757","1296","66673","3098","62086","3214","45969","2825","16117","2611","4587","1039","7782","1840","6940","1744","4676","1365","2264","925","842","489","655","484","655","484","441","416","214","259","0","200","2120","830","1792","663","1752","666","40","60","328","474","882","549","882","549","882","549","0","200","0","200","3188","988"
"0500000US12111","St. Lucie County, Florida","132143","6791","130603","6757","84986","6967","45617","5052","1540","1129","107230","6385","105727","6410","64626","5536","41101","5115","1503","1131","12742","2880","12742","2880","9361","2793","3381","1165","0","229","478","528","478","528","297","424","181","293","0","229","1335","948","1335","948","1239","916","96","165","0","229","2360","1175","2323","1175","1465","1024","858","586","37","64","7998","1943"
"0500000US24033","Prince George's County, Maryland","476211","7069","277239","7072","190144","6975","87095","4794","198972","6235","319409","7038","194474","6429","124627","5269","69847","3962","124935","4875","47731","3580","29635","2844","18981","2759","10654","1745","18096","2349","69452","3887","17626","2088","12738","1984","4888","972","51826","3412","9065","1541","8549","1533","7828","1454","721","627","516","322","13282","2297","9683","2101","8698","1960","985","487","3599","1076","17272","2317"
"0500000US26045","Eaton County, Michigan","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US26121","Muskegon County, Michigan","74581","2570","74321","2556","52842","2507","21479","2465","260","200","64363","2852","64103","2825","44998","2377","19105","2278","260","200","6959","1403","6959","1403","4616","1328","2343","702","0","172","312","318","312","318","312","318","0","172","0","172","786","372","786","372","767","371","19","31","0","172","368","231","368","231","356","231","12","21","0","172","1793","611"
"0500000US27003","Anoka County, Minnesota","190298","3070","189440","3113","82489","3673","106951","3752","858","473","157751","3883","157223","3858","63143","3377","94080","4035","528","292","14594","1794","14464","1808","6233","1412","8231","1373","130","209","4899","993","4899","993","821","382","4078","988","0","147","1491","622","1491","622","1212","529","279","210","0","147","1803","779","1603","740","1320","655","283","229","200","255","9760","1374"
"0500000US31055","Douglas County, Nebraska","292596","4102","283623","4197","250702","4766","32921","2575","8973","1388","240144","4961","232353","5042","203320","4899","29033","2579","7791","1278","27199","2538","26258","2469","23015","2148","3243","1038","941","533","2756","930","2756","930","2695","927","61","101","0","161","6073","1179","6073","1179","5749","1152","324","209","0","161","3741","937","3500","916","3240","919","260","289","241","219","12683","1782"
"0500000US34011","Cumberland County, New Jersey","58798","3490","57257","3619","41561","3228","15696","2254","1541","906","45525","3201","44101","3248","31794","2874","12307","1655","1424","885","8775","1921","8658","1905","5717","1361","2941","1326","117","138","1508","882","1508","882","1134","885","374","307","0","210","325","303","325","303","325","303","0","210","0","210","838","469","838","469","764","451","74","105","0","210","1827","933"
"0500000US35049","Santa Fe County, New Mexico","69312","2445","68542","2406","58262","2410","10280","1548","770","364","53322","2486","52759","2431","44026","2441","8733","1407","563","298","6517","2005","6429","1995","5118","1797","1311","665","88","150","463","315","463","315","329","259","134","184","0","201","1323","486","1235","465","1169","466","66","76","88","150","904","350","873","337","837","330","36","60","31","53","6783","1099"
